"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price";"id"
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"windows";2.37;39907;398
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";128;1024;"Nvidia";"windows";2.3;87859;399
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";512;0;"AMD";"N/A";1.5;42571;400
"Acer";"Notebook";15.6;1366;768;0;"AMD";"A9-Series 9420";3.0;4;"SDD";256;0;"AMD";"windows";2.1;24029;401
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SDD";256;0;"Nvidia";"windows";1.93;72940;402
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.9;8;"SDD";256;0;"Nvidia";"windows";2.67;111355;403
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"SDD";256;0;"AMD";"windows";2.2;42486;404
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";500;0;"Intel";"windows";2.0;16197;405
"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";1.6;8;"HDD";1024;0;"Intel";"windows";1.63;43263;406
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Pentium Quad";1.6;4;"SDD";256;0;"Intel";"windows";1.86;21258;407
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Nvidia";"windows";2.2;24988;408
"Asus";"Notebook";14.0;1366;768;0;"AMD";"E-Series 6110";1.5;4;"SDD";64;0;"AMD";"windows";1.65;14811;409
"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;12;"HDD";1024;0;"Nvidia";"windows";2.62;95851;410
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"HDD";2048;0;"AMD";"windows";2.02;40440;411
"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;16;"SDD";256;2048;"AMD";"windows";2.8;74379;412
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";256;0;"Nvidia";"windows";1.87;45768;413
"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;12;"HDD";1024;0;"Nvidia";"windows";3.78;90523;414
"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";1.6;8;"SDD";256;0;"Intel";"windows";2.5;49444;415
"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i7";1.8;8;"SDD";256;0;"Intel";"windows";1.2;74539;416
"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";2.6;12;"SDD";256;0;"Intel";"windows";1.4;98994;417
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"AMD";"windows";2.36;34045;418
"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i3";2.0;4;"SDD";128;0;"Intel";"windows";1.6;39207;419
"HP";"2 in 1 Convertible";13.3;3840;2160;1;"Intel";"Core i7";1.8;8;"SDD";512;0;"Intel";"windows";1.29;106507;420
"HP";"Ultrabook";13.3;3200;1800;0;"Intel";"Core i7";2.7;8;"SDD";256;0;"Intel";"windows";1.34;61006;421
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";500;0;"AMD";"windows";1.9;61485;422
"Acer";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"linux";2.4;42517;423
"Google";"Ultrabook";12.3;2400;1600;1;"Intel";"Core i5";1.2;8;"SDD";128;0;"Intel";"other";1.1;67932;424
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"windows";2.2;23923;425
"Asus";"Notebook";15.6;1366;768;0;"AMD";"E-Series 7110";1.8;4;"HDD";500;0;"AMD";"windows";2.0;18595;426
"Dell";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i5";1.6;8;"SDD";256;0;"Intel";"windows";1.42;98134;427
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SDD";128;1024;"Nvidia";"windows";2.3;88178;428
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.4;4;"SDD";128;0;"Intel";"windows";2.1;37589;429
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Nvidia";"windows";1.5;58555;430
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";1.87;41825;431
"Acer";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";1.8;8;"SDD";256;0;"Intel";"windows";1.6;47100;432
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.3;4;"HDD";1024;0;"Intel";"N/A";2.15;24634;433
"Asus";"Notebook";15.6;3840;2160;0;"Intel";"Core i7";2.6;12;"SDD";128;1024;"Intel";"windows";2.06;69211;434
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.7;4;"SDD";256;0;"Nvidia";"windows";7.2;30476;435
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";1.86;21152;436
"Dell";"Notebook";14.0;1366;768;0;"Intel";"Core i3";2.3;8;"SDD";128;0;"Intel";"windows";1.79;39427;437
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Intel";"windows";2.05;31861;438
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";512;0;"Intel";"windows";1.99;92121;439
"Asus";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i7";2.7;16;"SDD";512;0;"Intel";"windows";1.1;93181;440
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";180;0;"Intel";"windows";1.7;72674;441
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"SDD";128;0;"Intel";"windows";2.2;26587;442
"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";2.7;8;"SDD";512;0;"Intel";"windows";1.13;121585;443
"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.05;89084;444
"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";1.8;8;"SDD";256;0;"Intel";"windows";1.63;52641;445
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.9;59513;446
"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i3";2.4;4;"SDD";128;0;"Intel";"windows";1.5;29251;447
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";1024;0;"Intel";"N/A";1.9;13446;448
"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";256;1024;"Nvidia";"windows";4.42;143803;449
"HP";"Notebook";17.3;1600;900;0;"Intel";"Core i3";2.0;8;"HDD";1024;0;"Intel";"windows";2.65;28992;450
"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"windows";2.63;68198;451
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SDD";512;0;"Nvidia";"windows";2.16;67239;452
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";128;1024;"Nvidia";"windows";3.0;49977;453
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";500;0;"Intel";"linux";2.0;11935;454
"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i5";2.6;8;"HDD";500;0;"AMD";"windows";2.23;72940;455
"Mediacom";"Notebook";13.3;1920;1080;0;"Intel";"Atom x5-Z8350";1.4;4;"Flash Storage";32;0;"Intel";"windows";1.35;13586;456
"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";256;0;"Nvidia";"windows";2.0;113753;457
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";"windows";2.18;31254;458
"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i7";2.7;6;"SDD";128;1024;"Nvidia";"windows";2.8;50563;459
"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;"Intel";"Core i7";2.7;16;"SDD";512;0;"Intel";"windows";1.42;133680;460
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Nvidia";"N/A";2.2;26587;461
"HP";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";1.6;4;"SDD";128;0;"Intel";"windows";1.49;38681;462
"HP";"Notebook";15.6;1920;1080;0;"AMD";"A10-Series A10-9620P";2.5;6;"SDD";128;0;"AMD";"windows";1.91;30311;463
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"windows";3.0;55358;464
"Chuwi";"Notebook";15.6;1920;1080;0;"Intel";"Atom x5-Z8350";1.4;4;"Flash Storage";64;0;"Intel";"windows";1.89;13261;465
"HP";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;4;"SDD";256;0;"Intel";"windows";1.32;37243;466
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"windows";2.18;32922;467
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";256;1024;"Nvidia";"windows";3.0;84768;468
"Acer";"2 in 1 Convertible";11.6;1920;1080;1;"Intel";"Celeron Dual";2.0;4;"Flash Storage";32;0;"Intel";"windows";1.25;18595;469
"Acer";"Notebook";17.3;1920;1080;0;"Intel";"Core i3";2.7;4;"HDD";1024;0;"Nvidia";"windows";3.0;34898;470
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i5";1.6;12;"HDD";1024;0;"Nvidia";"windows";2.2;36976;471
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.7;4;"SDD";128;0;"Intel";"windows";2.05;33566;472
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";1.6;8;"SDD";256;0;"AMD";"windows";1.75;59462;473
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"SDD";128;0;"Intel";"windows";2.3;30103;474
"HP";"Ultrabook";13.3;3200;1800;1;"Intel";"Core M";1.2;16;"SDD";512;0;"Intel";"windows";1.16;104695;475
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SDD";256;0;"Nvidia";"N/A";2.4;46300;476
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";1.6;8;"SDD";256;0;"Intel";"windows";1.75;55891;477
"Toshiba";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";2.1;32075;478
"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"SDD";512;0;"Nvidia";"windows";2.17;124569;479
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"SDD";256;0;"Nvidia";"windows";2.7;71875;480
"Lenovo";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"SDD";256;0;"Nvidia";"windows";3.4;159787;481
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";256;0;"AMD";"linux";2.33;41498;482
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";128;1024;"Nvidia";"windows";2.5;44702;483
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";512;0;"Nvidia";"windows";2.06;101179;484
"Dell";"Ultrabook";13.3;3840;2160;1;"Intel";"Core i5";1.6;8;"SDD";128;0;"Intel";"windows";1.21;85195;485
"HP";"Notebook";15.6;1366;768;0;"AMD";"A6-Series 9220";2.5;4;"SDD";256;0;"AMD";"windows";1.86;19660;486
"HP";"Ultrabook";15.6;1920;1080;0;"AMD";"A9-Series 9420";3.0;4;"SDD";256;0;"AMD";"windows";1.91;26587;487
"Lenovo";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.7;16;"SDD";512;0;"Intel";"windows";1.36;95797;488
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.6;4;"HDD";500;0;"Intel";"windows";1.93;51096;489
"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";1.8;8;"SDD";256;0;"Intel";"windows";1.25;58555;490
"Asus";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.7;16;"SDD";512;0;"Intel";"windows";0.91;103896;491
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SDD";256;0;"AMD";"windows";2.1;65511;492
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.9;49977;493
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Nvidia";"windows";2.3;53919;494
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Pentium Quad";1.1;4;"HDD";500;0;"Intel";"windows";2.2;18328;495
"Toshiba";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i7";2.7;32;"SDD";512;0;"Intel";"windows";1.05;149131;496
"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";2.02;52747;497
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SDD";128;1024;"Nvidia";"windows";1.99;71928;498
"HP";"Workstation";17.3;1600;900;0;"Intel";"Core i5";2.8;8;"HDD";500;0;"Nvidia";"windows";3.14;99154;499
"Dell";"Workstation";15.6;3840;2160;1;"Intel";"Core i7";2.8;8;"SDD";256;0;"Nvidia";"windows";1.78;144495;500
"HP";"Notebook";14.0;1366;768;0;"Intel";"Pentium Quad";1.6;8;"HDD";2048;0;"Intel";"windows";1.94;20726;501
"Acer";"Notebook";15.6;1366;768;0;"AMD";"A10-Series 9620P";2.5;8;"HDD";1024;0;"AMD";"windows";2.2;30849;502
"HP";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series A9-9420";3.0;6;"SDD";256;0;"AMD";"windows";1.95;34579;503
"Asus";"Gaming";17.3;1920;1080;1;"Intel";"Core i7";2.6;24;"SDD";256;1024;"Nvidia";"windows";4.33;67612;504
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.6;4;"HDD";500;0;"Intel";"linux";1.93;46300;505
"Lenovo";"Ultrabook";12.5;1366;768;0;"Intel";"Core i5";2.3;8;"SDD";180;0;"Intel";"windows";1.3;58555;506
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"SDD";128;1024;"Nvidia";"windows";3.0;62231;507
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";2.3;44222;508
"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";2.7;16;"SDD";1024;0;"Intel";"windows";1.13;139860;509
"HP";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";512;0;"Intel";"windows";1.84;74006;510
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"HDD";500;0;"Intel";"windows";2.05;36497;511
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";1024;0;"Intel";"windows";2.2;16304;512
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SDD";256;0;"Intel";"windows";2.17;47893;513
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";256;1024;"Nvidia";"windows";2.94;120832;514
"Mediacom";"Notebook";14.0;1920;1080;0;"Intel";"Atom x5-Z8350";1.4;4;"SDD";32;0;"Intel";"windows";1.4;13267;515
"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.8;8;"SDD";1024;0;"Intel";"windows";1.48;93187;516
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";256;1024;"Nvidia";"windows";2.9;81465;517
"Acer";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Quad";1.6;4;"Flash Storage";32;0;"Intel";"other";1.25;20193;518
"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i3";2.4;8;"SDD";256;0;"Intel";"windows";1.4;50563;519
"HP";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.6;8;"SDD";256;0;"Intel";"windows";2.31;59887;520
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.3;8;"SDD";256;0;"Intel";"windows";1.65;78055;521
"Toshiba";"Ultrabook";14.0;1920;1080;1;"Intel";"Core i7";2.7;16;"SDD";512;0;"Intel";"windows";1.24;99367;522
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"HDD";1024;0;"AMD";"windows";2.2;41345;523
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";2.3;48538;524
"Fujitsu";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";2.2;42571;525
"Asus";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";64;0;"Intel";"windows";1.2;18115;526
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";1.88;49657;527
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"AMD";"windows";1.91;32980;528
"Mediacom";"Notebook";14.0;1920;1080;0;"Intel";"Atom x5-Z8350";1.4;2;"Flash Storage";32;0;"Intel";"windows";1.4;12734;529
"Lenovo";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.7;32;"SDD";256;1024;"Nvidia";"windows";4.6;141885;530
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"SDD";128;0;"Intel";"N/A";2.2;24935;531
"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;"Intel";"Core i5";1.6;8;"SDD";256;0;"Intel";"windows";1.4;85195;532
"Asus";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;6;"HDD";1024;0;"Intel";"windows";1.5;34046;533
"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";500;0;"Intel";"windows";2.1;15931;534
"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;16;"SDD";512;0;"Intel";"windows";11.1;101232;535
"Lenovo";"Notebook";25.6;1920;1080;0;"Intel";"Core i5";1.6;8;"SDD";256;1024;"AMD";"windows";2.1;60979;536
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";256;1024;"Nvidia";"windows";2.62;78801;537
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SDD";256;0;"Nvidia";"linux";2.5;46833;538
"Lenovo";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"SDD";16;0;"Intel";"other";1.25;14119;539
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.9;16;"SDD";512;1024;"Nvidia";"windows";4.14;145401;540
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"SDD";256;0;"Intel";"windows";1.8;44169;541
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";256;1024;"Nvidia";"windows";2.8;119827;542
"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.44;50563;543
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Nvidia";"windows";2.2;30849;544
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";256;1024;"Intel";"windows";2.0;65215;545
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;8;"HDD";1024;0;"Intel";"windows";2.0;21259;546
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"HDD";1024;0;"Nvidia";"windows";2.2;32661;547
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";256;0;"AMD";"linux";2.2;39907;548
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"windows";1.99;48305;549
"Mediacom";"Notebook";14.0;1920;1080;0;"Intel";"Celeron Quad";1.1;4;"SDD";32;0;"Intel";"windows";1.45;20726;550
"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i5";1.6;8;"SDD";256;0;"Intel";"windows";1.23;99580;551
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.6;8;"HDD";500;0;"Intel";"windows";1.9;53734;552
"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";512;0;"Intel";"windows";1.1;99793;553
"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";"windows";1.42;13267;554
"HP";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.7;8;"SDD";512;0;"Intel";"windows";1.34;70489;555
"Toshiba";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.5;16;"SDD";512;0;"Intel";"windows";1.2;93080;556
"HP";"Notebook";13.3;1920;1080;0;"Intel";"Core i3";2.4;4;"SDD";128;0;"Intel";"windows";1.49;38308;557
"Dell";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.8;8;"SDD";512;0;"Intel";"windows";1.36;89510;558
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";256;0;"Nvidia";"windows";1.93;81912;559
"Lenovo";"Notebook";35.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";2.2;21792;560
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SDD";256;1024;"Nvidia";"N/A";2.4;61219;561
"Dell";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;"Intel";"other";1.26;15718;562
"Lenovo";"Notebook";11.6;1366;768;0;"Intel";"Celeron Dual";1.1;2;"Flash Storage";32;0;"Intel";"windows";1.15;16221;563
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.7;16;"SDD";128;1024;"Nvidia";"windows";4.5;125155;564
"Lenovo";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SDD";512;0;"Nvidia";"windows";2.67;102564;565
"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";256;1024;"Nvidia";"windows";3.78;79813;566
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.6;12;"SDD";256;0;"Intel";"windows";8.4;89137;567
"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";2.8;8;"SDD";512;0;"Nvidia";"windows";1.7;103523;568
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"windows";2.1;24988;569
"Acer";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.5;8;"SDD";256;0;"Intel";"windows";1.6;42038;570
"Lenovo";"Notebook";15.6;1366;768;1;"Intel";"Core i7";1.8;12;"HDD";1024;0;"Intel";"windows";2.2;32448;571
"Asus";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;8;"SDD";256;0;"Intel";"windows";1.27;49444;572
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"SDD";256;0;"AMD";"linux";2.3;31909;573
"Dell";"Notebook";13.3;1366;768;0;"Intel";"Core i3";2.0;4;"SDD";128;0;"Intel";"windows";1.65;36710;574
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SDD";128;1024;"Nvidia";"windows";2.73;94306;575
"HP";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.5;8;"SDD";256;0;"Intel";"windows";1.43;79920;576
"Asus";"2 in 1 Convertible";15.6;1366;768;1;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"windows";2.2;39374;577
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"windows";2.14;28769;578
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";1.8;8;"SDD";256;0;"AMD";"windows";1.75;64755;579
"Lenovo";"2 in 1 Convertible";15.6;3840;2160;1;"Intel";"Core i7";2.8;16;"SDD";512;0;"Nvidia";"windows";2.0;101179;580
"Chuwi";"Notebook";12.3;2736;1824;0;"Intel";"Celeron Quad";1.1;6;"Flash Storage";64;0;"Intel";"windows";1.4;23923;581
"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";"A12-Series 9720P";3.6;12;"SDD";512;0;"AMD";"windows";2.2;50563;582
"Dell";"2 in 1 Convertible";31.6;1366;768;1;"Intel";"Core M";1.0;4;"SDD";128;0;"Intel";"windows";1.39;32128;583
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.9;8;"SDD";256;0;"Intel";"windows";2.31;76031;584
"Samsung";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SDD";128;1024;"Nvidia";"windows";2.5;90523;585
"Dell";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i5";2.5;8;"SDD";128;0;"Intel";"windows";1.29;47899;586
"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;4;"HDD";500;0;"Nvidia";"windows";2.2;34046;587
"Asus";"Notebook";35.6;1920;1080;0;"Intel";"Core i3";2.4;8;"HDD";1024;0;"Nvidia";"linux";2.3;31808;588
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"windows";2.18;44542;589
"Dell";"Gaming";27.3;2560;1440;0;"Intel";"Core i7";2.9;16;"SDD";256;1024;"Nvidia";"windows";4.42;149131;590
"Lenovo";"Notebook";17.3;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"N/A";2.8;28185;591
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;16;"SDD";256;2048;"AMD";"windows";2.2;64961;592
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SDD";128;1024;"Nvidia";"windows";2.62;61752;593
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.3;8;"HDD";1024;0;"Intel";"windows";2.29;24456;594
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SDD";256;2048;"AMD";"windows";2.02;60867;595
"Dell";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.8;8;"SDD";256;0;"Intel";"linux";1.6;58555;596
